Gene_ID	Gene_Name
ENSMUSG00000061524	Zic2
ENSMUSG00000034311	Kif4
ENSMUSG00000004530	Coro1c
ENSMUSG00000030850	Ate1
ENSMUSG00000070858	Gm1673
ENSMUSG00000040121	Rep15
ENSMUSG00000021550	2210016F16Rik
ENSMUSG00000090112	Shprh
ENSMUSG00000046095	Krt32
ENSMUSG00000009281	Rarres2
ENSMUSG00000019158	Tmem160
ENSMUSG00000036896	C1qc
ENSMUSG00000114867	Cts8-ps
ENSMUSG00000025036	Sfxn2
ENSMUSG00000041062	Mslnl
ENSMUSG00000070462	Tlnrd1
ENSMUSG00000084806	Gm15232
ENSMUSG00000051851	Rtl8c
ENSMUSG00000023938	Aars2
ENSMUSG00000042622	Maff
ENSMUSG00000006262	Mob1b
ENSMUSG00000086366	1700061J23Rik
ENSMUSG00000022106	Rcbtb2
ENSMUSG00000051029	Serpinb1b
ENSMUSG00000034777	Vax2
ENSMUSG00000064215	Ifi27
ENSMUSG00000040018	Cox15
ENSMUSG00000084949	Gm16249
ENSMUSG00000002633	Shh
ENSMUSG00000020544	Cox11
ENSMUSG00000065411	Mir195a
ENSMUSG00000026019	Wdr12
ENSMUSG00000028580	Pum1
ENSMUSG00000079084	Ccdc82
ENSMUSG00000075119	Olfr1197
ENSMUSG00000067215	Usp51
ENSMUSG00000019933	Mrln
ENSMUSG00000028445	Enho
ENSMUSG00000004885	Crabp2
ENSMUSG00000054161	Fam83e
ENSMUSG00000025403	Shmt2
ENSMUSG00000021671	Poc5
ENSMUSG00000049295	Zfp219
ENSMUSG00000057346	Apol9a
ENSMUSG00000061665	Cd2ap
ENSMUSG00000079110	Capn3
ENSMUSG00000036006	Ripor2
ENSMUSG00000057406	Nsd2
ENSMUSG00000039176	Polg
ENSMUSG00000046173	Pabpc6
ENSMUSG00000044485	Klk1b11
ENSMUSG00000039385	Cdh6
ENSMUSG00000097316	Gm10516
ENSMUSG00000079722	Ttll2
ENSMUSG00000010080	Epn3
ENSMUSG00000022442	Ttll1
ENSMUSG00000086564	Cd101
ENSMUSG00000025105	Bnc1
ENSMUSG00000052026	Slc6a7
ENSMUSG00000069430	Olfr9
ENSMUSG00000054716	Zfp771
ENSMUSG00000030963	Umod
ENSMUSG00000029095	Ablim2
ENSMUSG00000051079	Rgs13
ENSMUSG00000060450	Rnf14
ENSMUSG00000013465	Nelfb
ENSMUSG00000035105	Egln3
ENSMUSG00000033355	Rtp4
ENSMUSG00000042129	Rassf4
ENSMUSG00000073747	Zpld2
ENSMUSG00000097184	4632428C04Rik
ENSMUSG00000045790	Ccdc149
ENSMUSG00000028063	Lmna
ENSMUSG00000039607	Rbms3
ENSMUSG00000078721	Fam205a1
ENSMUSG00000044320	1700001O22Rik
ENSMUSG00000085457	1110046J04Rik
ENSMUSG00000020836	Coro6
ENSMUSG00000026420	Il24
ENSMUSG00000027365	Trpm7
ENSMUSG00000004110	Cacna1e
ENSMUSG00000031688	Pou4f2
ENSMUSG00000045744	Bricd5
ENSMUSG00000038954	Supt3
ENSMUSG00000046380	Jrk
ENSMUSG00000033047	Eif3l
ENSMUSG00000040919	4930505A04Rik
ENSMUSG00000089570	Mir669m-1
ENSMUSG00000046110	Serinc4
ENSMUSG00000037965	Zc3h7a
ENSMUSG00000040857	Erf
ENSMUSG00000027405	Nop56
ENSMUSG00000052155	Acvr2a
ENSMUSG00000053819	Camk2d
ENSMUSG00000101337	Dnah7c
ENSMUSG00000022836	Mylk
ENSMUSG00000024926	Kat5
ENSMUSG00000042118	Bhmt2
ENSMUSG00000021891	Mettl6
ENSMUSG00000041684	Bivm
ENSMUSG00000039697	Ncoa7
ENSMUSG00000044600	Smim7
ENSMUSG00000064194	Zfp936
ENSMUSG00000078350	Smim1
ENSMUSG00000021973	Micu2
ENSMUSG00000034126	Pomt2
ENSMUSG00000109659	Olfr605
ENSMUSG00000021379	Id4
ENSMUSG00000030393	Zik1
ENSMUSG00000030796	Tead2
ENSMUSG00000040177	2310057M21Rik
ENSMUSG00000047945	Marcksl1
ENSMUSG00000026335	Pam
ENSMUSG00000069053	Uba1y
ENSMUSG00000020703	5530401A14Rik
ENSMUSG00000046402	Rbp1
ENSMUSG00000036667	Tcaf1
ENSMUSG00000018861	Fdxr
ENSMUSG00000020471	Pold2
ENSMUSG00000004038	Gstm3
ENSMUSG00000031535	Dkk4
ENSMUSG00000029557	Mrm2
ENSMUSG00000028483	Snapc3
ENSMUSG00000037058	Paip2
ENSMUSG00000033644	Piwil2
ENSMUSG00000097072	Foxl2os
ENSMUSG00000029640	Usp12
ENSMUSG00000020843	Timm22
ENSMUSG00000044288	Cnr1
ENSMUSG00000015943	Bola1
ENSMUSG00000092210	A930009A15Rik
ENSMUSG00000058626	Capn11
ENSMUSG00000091297	Gm8439
ENSMUSG00000058331	Zfp85
ENSMUSG00000066975	Cryba4
ENSMUSG00000026815	Gfi1b
ENSMUSG00000085761	4930455G09Rik
ENSMUSG00000035184	Fam124a
ENSMUSG00000024925	Rnaseh2c
ENSMUSG00000047963	Stbd1
ENSMUSG00000091528	Vmn2r126
ENSMUSG00000027651	Rprd1b
ENSMUSG00000047053	Teddm1a
ENSMUSG00000045989	4930451I11Rik
ENSMUSG00000054320	Lrrc36
ENSMUSG00000025213	Kazald1
ENSMUSG00000028382	Ptbp3
ENSMUSG00000024294	Mib1
ENSMUSG00000021795	Sftpd
ENSMUSG00000037426	Depdc5
ENSMUSG00000003119	Cdk12
ENSMUSG00000011306	Sugp1
ENSMUSG00000039942	Ptger4
ENSMUSG00000021013	Ttc8
ENSMUSG00000095300	Gm906
ENSMUSG00000094973	Eif4a3l1
ENSMUSG00000090225	Gm11559
ENSMUSG00000029020	Mfn2
ENSMUSG00000074870	Cts3
ENSMUSG00000025133	Ints4
ENSMUSG00000031984	2810004N23Rik
ENSMUSG00000033857	Engase
ENSMUSG00000087598	Zfp111
ENSMUSG00000036352	Ubac1
ENSMUSG00000078810	Gp6
ENSMUSG00000019579	Mydgf
ENSMUSG00000034157	Cipc
ENSMUSG00000025236	Adpgk
ENSMUSG00000069892	9930111J21Rik2
ENSMUSG00000063884	Ptcd3
ENSMUSG00000053873	Aym1
ENSMUSG00000042178	Armc5
ENSMUSG00000030154	Klrb1f
ENSMUSG00000024084	Qpct
ENSMUSG00000048895	Cdk5r1
ENSMUSG00000047330	Kcne4
ENSMUSG00000021907	Msmb
ENSMUSG00000006930	Hap1
ENSMUSG00000032097	Ddx6
ENSMUSG00000045639	Zfp629
ENSMUSG00000020547	Bzw2
ENSMUSG00000074454	Defb33
ENSMUSG00000026095	Asnsd1
ENSMUSG00000063157	Csn2
ENSMUSG00000016087	Fli1
ENSMUSG00000037134	Prmt9
ENSMUSG00000040600	Eps8l3
ENSMUSG00000027481	Bpifb2
ENSMUSG00000035198	Tubg1
ENSMUSG00000065583	Mir218-2
ENSMUSG00000020018	Snrpf
ENSMUSG00000040021	Lats1
ENSMUSG00000034226	Rhov
ENSMUSG00000036912	Piwil4
ENSMUSG00000030980	Knop1
ENSMUSG00000002500	Rpl3l
ENSMUSG00000009207	Lnpk
ENSMUSG00000050567	Maml1
ENSMUSG00000060126	Tpt1
ENSMUSG00000055874	Foxi3
ENSMUSG00000033182	Kbtbd12
ENSMUSG00000034452	Slc24a1
